Interactor_A	Interactor_B
Ndc80	dgt6
Ndc80	Sf3a2
Ndc80	Prp31
stmA	Pi4KIIIalpha
ari-1	bon
ari-1	ftz-f1
ari-1	park
ari-1	Vps13B
ari-1	Ubc10
ari-1	koi
ari-1	ari-2
SIFa	Nf1
wb	scb
csw::Src64B	mask
csw::Src64B	dos
csw::Src64B	sty
EndoA	EndoA::Hsap\ARFIP2
Su(var)2-10	Stat92E
Su(var)2-10	p53
Su(var)2-10	gcm
Su(var)2-10	CG9426
Su(var)2-10	lwr
Su(var)2-10	stumps
Su(var)2-10	Hr78
Su(var)2-10	Ets21C
Su(var)2-10	Panx
Su(var)2-10	egg
Su(var)2-10	Sumo
Su(var)2-10	piwi
Su(var)2-10	Uba2
Su(var)2-10	arx
Su(var)2-10	MEP-1
Su(var)2-10	Mi-2
CrebB	Hsc70-4
Sec15	N
sick	ssh
sick	tsr
Pkc53E	IKKepsilon
Pkc53E	gcm
rho|spi	rasp
Flo2	Flo1
Flo2	orb2
Flo1	Vps2
Flo1	cmb
Flo1	Ist1
Flo1	Vps60
faf|lqf	eff
faf|lqf	Prosβ6
faf|lqf	Chc
sn	qua
sn	Rab35
sn	jar
shrb	aurB
shrb	l(2)gd1
shrb	Atg6
shrb	Flo2
shrb	d
shrb	Vps4
shrb	sima
mod(mdg4)|y	lawc
mod(mdg4)|y	lwr|Sumo
mod(mdg4)|y	Trl
mod(mdg4)|y	Cp190
Egfr::kek1	kek1
Egfr::kek1	Egfr
bi|puc	fu
Cdk4|CycD	Ets97D
Cdk4|CycD	mRpL12
Cdk4|CycD	Hph
Eip93F	fd3F
crol	CycB
crol	arm
crol	E2f1
crol	sgg
crol	stg
crol	Axn
crol	CycE
crol	Myc
Atg17	Atg13
spn-E	Ste
spn-E	tej
spn-E	qin
spn-E	tapas
spn-E	barr
spn-E	vas
pim	fzy
pim	Cenp-C
pim	wisp
pim	Sse
pim	thr
Ote	bocks
Ote	Diap1
Ote	smash
bocks	Diap1
bocks	smash
bocks	JMJD6
bocks	TFAM
bocks	nwk
bocks	Sumo
bocks	RPA2
Zip42C.1|ZnT63C	ZnT35C
Zip42C.1|ZnT63C	Catsup
Zip42C.1|ZnT63C	foi
Zip42C.1|ZnT63C	ZnT86D
Zip42C.1|ZnT63C	Zip99C
Zip42C.1|ZnT63C	Zip42C.2
Zip42C.1|ZnT63C	ZnT77C
Zip42C.1|ZnT63C	ZnT33D
Zip42C.1|ZnT63C	ZnT41F
Zip42C.1|ZnT63C	Zip89B
Zip42C.1|ZnT63C	Zip88E
Gfat1	Gfat2
Gfat2	UQCR-C2
Gfat2	SERCA
Gfat2	Vha68-2
Gfat2	Cyp12d1-p
Gfat2	CG33303
Gfat2	Pp2A-29B
Gfat2	Fatp1
Gfat2	FASN1
Gfat2	Vps4
Gfat2	CCT8
Gfat2	sima
elav	elav::Hsap\ELAVL4
elav	elav::Sxl
elav	elav::Rbp9
elav	lncRNA:Hsrω
elav	Sxl
elav	elav::Dvir\elav
elav	AGO1
elav	Nrg
elav	Fas1
elav	mir-996
elav	mir-279
elav	sno
elav	Imp
HDAC1|ttk	Mi-2
CkIIα	CkIIβ
CkIIα	Pdfr
tow	Rok
tow	Rho1
tow	ck
tow	zip
tow	sqh
Mow	Ufo
IntS11	Pp2A-29B
Nak	Nrg
Nak	AP-2α
Nak	Reps
Nak	AP-2sigma
Nak	Rlip
Nak	AP-2mu
Nak	AP-2alpha
Nak	AP-1gamma
Nak	Eps-15
car|rush	sta
Fmr1|mir-277|mir-34	Eip74EF
Eip74EF	bel
Eip74EF	mir-34
tup	Sh
tup	ap
tup	B
tup	Lim3
tup	vvl
tup	Ubx
tup	Lpt
tup	Coop
tup	Deaf1
tup	Hr78
tup	drm
tup	CG8319
tup	Rel
tup	CG13775
tup	CG31955
Catsup	btl
Catsup	ple
Catsup	CTPsyn
yem	Hira
yem	c(2)M
yem	vtd
yem	SMC3
yem	mir-34
yem	jing
yem	org-1
yem	fd3F
Taf3	S6kII
Taf3	e(y)3
Taf3	p53
exd	ey
exd	Ubx
exd	tsh
exd	Scr
exd	CG34163
exd	Tsen34
exd	CG32425
exd	lab
exd	Doc2
exd	bin
exd	CtBP
exd	Dref
exd	salm
exd	slou
exd	pnt
exd	Su(H)
exd	nau
exd	tup
exd	kni
exd	tin
exd	mam
exd	mid
exd	slp2
exd	lbe
exd	Poxm
exd	srp
exd	bap
exd	CG9776
exd	YL-1
Hcf	skd
Hcf	wds
Hcf	Sgf29
Hcf	Chrac-14
Hcf	Ada2a
Hcf	Utx
Hcf	ReepA
Hcf	Pa1
nwk	Snx16
nwk	EndoA
nwk	Dap160
nwk	arr
nwk	wit
nwk	Lst8
nwk	Vha26
Top1	CG4806
Top1	ppan
Top1	Topors
mahe	dx
mahe	ZAP3
mahe	glo
Atg18a	Atg2
PGRP-LF	imd
PGRP-LF	Dredd
PGRP-LF	Rel
PGRP-LF	PGRP-LC
PGRP-LF	Tak1
PGRP-LF	hep
PGRP-LF	key
PGRP-LF	PGRP-LE
imd	GluRIIA
imd	Nopp140
imd	Rpt6
imd	Usp2
imd	Dredd
imd	PGRP-LC
imd	pirk
imd	Fadd
imd	Diap2
imd	PGRP-LE
imd	Tak1
imd	scny
imd	mir-310
Dll	disco
Dll	hth
Dll	Zif
Dll	Ubx
Dll	Antp
Dll	Scr
Dll	C15
Dll	CG44250
Dll	Dsp1
Dll	exd
Dll	sv
Dll	CG13204
Dll	dmrt11E
Dll	l(1)sc
Dll	opa
Dll	CG3919
Dll	p53
Dll	CG4820
Dll	mirr
Dll	CG11247
Dll	rn
Dll	Sp1
Dll	CG14860
Rack1	p38b
Rack1	sima
Rack1	rictor
Rack1	S6kII
Rack1	18SrRNA
Rack1	RpL3
Rack1	2SrRNA
Rack1	RpL23A
Rack1	RpL19
Rack1	RpS28b
Rack1	RpL13A
Rack1	28SrRNA
Rack1	5.8SrRNA
Rack1	vig2
Rack1	RpL17
Rack1	RpL15
Rack1	RpL5
Rack1	RpL38
Rack1	RpS26
Rack1	RpL30
Rack1	RpL18
Rack1	RpS30
Rack1	RpL21
Rack1	RpL8
Rack1	RpL28
Rack1	RpL36A
Rack1	RpS24
Rack1	RpL35
Rack1	RpS8
Rack1	RpL34a
Rack1	RpL27A
Rack1	RpL6
Rack1	RpL37A
Rack1	RpS11
Rack1	RpL35A
Rack1	RpS6
Rack1	RpS25
Rack1	RpL26
Rack1	RpL10Ab
Rack1	RpL24
Rack1	RpS10a
Rack1	RpL39
Rack1	RpL37a
Rack1	RpS15
Rack1	RpL10
Rack1	RpS16
Rack1	RpL31
Rack1	RpL41
Rack1	RpS27
Rack1	RpS23
Rack1	RpS29
Rack1	RpS7
Rack1	RpL12
Rack1	RpL27
Rack1	RpS12
Rack1	Tsp2A
Rack1	Usp8
Rack1	Hecw
CG1806	CG7737
CG1806	Synd
CG1806	Hexo1
CG1806	CG5568
Tcs5	S6k
CanB|Pp2B-14D	sty
CanB|Pp2B-14D	CE2-2
CanB|Pp2B-14D	sl
CanB|Pp2B-14D	CS3-1
CanB|Pp2B-14D	CS3-2
CanB|Pp2B-14D	CE2-3
CanB|Pp2B-14D	RasGAP1
CanB|Pp2B-14D	CE3-2
Pi3K59F	Buffy
Pi3K59F	Lkb1
Pi3K59F	Rab7
Pi3K59F	bsk
Pi3K59F	zda
mago	osk
mago	Pym
mago	tsu
mago	ranshi
mago	CG7483
mago	nos
mago	cdm
mago	CG3638
mago	sp3
mago	su(w[a])
lola|psq|Dl	mirr
lola|psq|Dl	ct
lola|psq|Dl	HINT1
lola|psq|Dl	Tctp
lola|psq|Dl	YL-1
lola|psq|Dl	ato
lola|psq|Dl	RhoGAP68F
lola|psq|Dl	Rbf
lola|psq|Dl	Mgat1
lola|psq|Dl	Liprin-α
lola|psq|Dl	Rap1
lola|psq|Dl	Utx
lola|psq|Dl	Ide
lola|psq|Dl	bsk
lola|psq|Dl	Mp20
CYLD	Traf6
CYLD	bsk
CYLD	Tak1
CYLD	Ubi-p5E
CYLD	key
CYLD	hpo
Wdr33	snRNA:U7
rump	HnRNP-K
rump	cnk
polo|gwl	tws
polo|gwl	mts
M(2)56F	RpS12
dpp|ey|eya	so
Pkn	nmo
Pkn	cpb
Pkn	bsk
Pkn	Pkc53E::Pkn
Pkn	flw
Ras85D|shg	hep
Daxx	bsk
Daxx	hep
Daxx	puc
Daxx	Diap1
Daxx	foxo
Daxx	Sumo
robo2|robo1	Abl
robo2|robo1	capt
loco	pins
loco	Odj
Su(var)205	htt
Su(var)205	fzy
Su(var)205	Su(var)3-9
Su(var)205	egg
Su(var)205	Atg8a
Su(var)205	CG11474
Su(var)205	HP5
Su(var)205	Mcm10
Su(var)205	Hers
Su(var)205	HipHop
Su(var)205	moi
Su(var)205	cav
Su(var)205	qin
Su(var)205	HP6
Su(var)205	Lhr
Su(var)205	Odj
Su(var)205	woc
Su(var)205	Su(var)2-HP2
Su(var)205	piwi
Su(var)205	Ndc80
Su(var)205	vtd
Su(var)205	XNP
Su(var)205	SMC1
Su(var)205	Kdm4A
Su(var)205	Ciz1
Su(var)205	borr
Su(var)205	Nipped-B
Su(var)205	CG1815
Su(var)205	Caf1-180
Su(var)205	Incenp
Su(var)205	CG1737
Su(var)205	CG43736
Su(var)205	Mau2
Su(var)205	CAP
Su(var)205	CG30403
Su(var)205	ADD1
Su(var)205	Yeti
Su(var)205	Su(var)3-3
Su(var)205	SuUR
Su(var)205	vers
Su(var)205	NSD
Su(var)205	E(var)3-9
Su(var)205	HIPP1
Su(var)205	CG7692
Su(var)205	sle
Su(var)205	Su(var)2-10
Su(var)205	Stat92E
Su(var)205	Sse
Su(var)205	ver
Su(var)205	Rrp6
Su(var)205	Su(z)12
Su(var)205	Orc6
Su(var)205	Orc2
Su(var)205	Orc5
Su(var)205	rictor
Su(var)205	tea
Su(var)205	HP1c
Su(var)205	Ssrp
Su(var)205	Alh
Su(var)205	Atf-2
Su(var)205	jnj
Su(var)205	CG15356
Su(var)205	SMC5
Su(var)205	MED17
Su(var)205	MED26
Su(var)205	Hrb87F
Su(var)205	dmt
Su(var)205	bon
Su(var)205	Mt2
Su(var)205	fru
Su(var)205	PolE1
Su(var)205	Gnf1
Su(var)205	Acf
Su(var)205	vig
Su(var)205	Pep
Su(var)205	HP4
Su(var)205	Hmt4-20
Su(var)205	vig2
Su(var)205	Dp1
Su(var)205	Ubx
Su(var)205	G9a
Su(var)205	ova
Su(var)205	bbx
Su(var)205	Hsp70
Su(var)205	Nap1
Su(var)205	Orc3
Su(var)205	Orc1
Su(var)205	Orc4
Su(var)205	mre11
Su(var)205	rad50
Su(var)205	nbs
Su(var)205	sov
Su(var)205	Boh2
Su(var)205	Nph
Su(var)205	Boh1
Su(var)205	Hecw
Su(var)205	Nlp
ben	Traf6
ben	hep
ben	Tak1
ben	Uba1
ben	Uev1A
ben	Akt
ben	sinah
ben	Iru
Gasp	obst-A
obst-A	serp
Osbp	Rab7
Osbp	Rab11
Osbp	CG33298
Osbp	Rab19
Osbp	RabX2
Osbp	Rab26
Osbp	Rab10
Osbp	Rab35
Osbp	Vap33
Osbp	Rab18
Osbp	fan
Osbp	Rab40
Osbp	rictor
Osbp	sima
Osbp	Myc
prg	fwe
fwe	Diap1
eIF1A	Snx3
eIF1A	CG10265
eIF1A	CG7668
eIF1A	Sh3beta
eIF1A	CG11777
eIF1A	CG2852
eIF1A	Akap200
eIF1A	Mtap
Myt1|Wee1	N
Myt1|Wee1	trbl
Kdm2	grh
Trim9	fra|robo1
Trim9	robo1
Trim9	pico
cry	ninaE
cry	eya
cry	5-HT1B
cry	Rh7
cry	Rh5|Rh6
cry	jet
cry	Atx2
cry	rdgA
cry	MagR
cry	brp
cry	bel
Raf|scrib	ZnT86D|bsk
Raf|scrib	hep
Raf|scrib	bsk
Ilp5	Ilp2
Ilp5	conv
Ilp5	InR
Lmx1a	eya
dl	Taf1
dl	bai
dl	hep
dl	sog
dl	eca
dl	mir-8
dl	Sumo
dl	Dsp1
dl	nej
dl	mir-961
dl	mir-962
dl	asRNA:CR46018
Npc1a	sit
Npc1a	Tsc1|gig
Npc1a	Atg13|Atg1
Pi3K68D	Egfr
Pi3K68D	Mp
Pi3K68D	hemo
Pi3K68D	CG33303
Pi3K68D	vkg
Pi3K68D	CG17765
Pi3K68D	SerRS
Pi3K68D	Rdh1
Pi3K68D	Cnx99A
Pi3K68D	OstDelta
Pi3K68D	CaBP1
Pi3K68D	CG1371
Pi3K68D	SERCA
Pi3K68D	alpha-Spec
Pi3K68D	Gp93
Pi3K68D	Idh3a
Pi3K68D	Mpcp2
Pi3K68D	MRP
Pi3K68D	Past1
Pi3K68D	Gfat2
Pi3K68D	Art4
Pi3K68D	Mcad
Pi3K68D	scf
Pi3K68D	CG9467
Pi3K68D	Pp2A-29B
Pi3K68D	Nfs1
Pi3K68D	CG3902
Pi3K68D	p23
Pi3K68D	Nacalpha
Pi3K68D	UQCR-C2
Pi3K68D	ScsbetaG
Pi3K68D	Cyp12d1-p
Pi3K68D	Fim
Pi3K68D	Nup358
Pi3K68D	CG3008
Pi3K68D	mEFTu1
Pi3K68D	Pih1D1
Pi3K68D	Sbf
Pi3K68D	Rab21
Pi3K68D	Gp210
Pi3K68D	LanB2
Pi3K68D	HnRNP-K
Pi3K68D	Vps4
Pi3K68D	CCT8
Pi3K68D	RpS10b
Pi3K68D	hale
Pi3K68D	TER94
Pi3K68D	bor
E(spl)mγ-HLH	Su(Tpl)
E(spl)mγ-HLH	Cdk9
sni	per
MAPk-Ak2	Tak1
MAPk-Ak2	Mkk4
MAPk-Ak2	bsk
MAPk-Ak2	p38a
MAPk-Ak2	IscU
CalpA	ttm50
CalpA	CalpC
CalpA	CalpB
Hs3st-B	kuz
Hs3st-B	dx
jeb	Alk::Hsap\NPM1
jeb	rl
jeb	cnk
jeb	Ras85D
Vha44	bsk
Vha44	Ras85D
Vha44	egr
Vha44	puc
insc	mira
insc	abs
insc	corn
insc	wts
eve|trol	CycE
ALiX	shrb
ALiX	Alg-2
ALiX	gammaTub23C
ALiX	tum
Dok	Jra
Dok	puc
Dok	Shark
Dok	mir-184
Nup154	Nup93-1
Nup154	Nup35
botv	tkv
botv	dpp
botv	gbb
botv	sau
botv	ttv
botv	sotv
aru	Slik
aru	Bsg
aru	Atg8a
bcd	hb|tsl
bcd	osk|tsl
bcd	Mabi
bcd	Chi
bcd	hid
bcd	Bin1
bcd	bin3
bcd	fsd
bcd	exu
bcd	stau
bcd	sqd
bcd	wisp
bcd	dmpd
bcd	DCTN1-p150
bcd	sw
bcd	CG15107
bcd	mago
bcd	snRNA:7SKa
bcd	pum
bcd	eIF4EHP
bcd	cad
bcd	egl
bcd	eIF4E1
bcd	Lim1
bcd	Vps36
bcd	Dcr-2
bcd	Ubx
bcd	Hr78
bcd	CG31955
bcd	CG32767
bcd	pb
bcd	Rel
bcd	CG34367
bcd	Blos1
bcd	Ets65A
bcd	nej
arr	dsh
arr	arr::fz2
arr	puc
arr	Axn
arr	CAP
Shab	Zn72D
PolG1	park
PolG1	dhd
PolG1	Drp1
Act87E	pont
Act87E	scra
Act87E	Nrd1
Act87E	Act88F
Act87E	capt
Rab23	in
Rab23	mwh
Rab23	frtz
Rab23	Vang
Rab23	fy
Rab23	Sac1
Rab23	Sec22
Rab23	eca
Rab23	AP-1sigma
Rab23	mir-313
Rab23	Membrin
Rab23	bai
Rab23	mir-310
Rab23	mir-311
Rab23	mir-312
Rab23	cass
Rab23	shep
Smu1	Fas2
Smu1	beag
Haspin	vtd
Haspin	pds5
Torsin	Lpin
Torsin	Pu
Torsin	SelT
Torsin	P58IPK
Torsin	Fmr1
Lpin	Tor
Pss	Lpin
Pss	Pisd
Pss	Cds
Brms1	CG14220
Hip14	Csp::nSyb
Swg	para
B-H1	pnt
B-H1	Sos
B-H1	sev
B-H1	drk
B-H1	Egfr
B-H1	aop
B-H1	Raf
B-H1	Ras85D
B-H1	Tim8
B-H1	CG32772
B-H1	ara
B-H1	Paris
B-H1	Rel
B-H1	Hr78
B-H1	CG8319
Kat60	HDAC6
Kat60	Myo10A
RpL27A|l(2)gl	bsk
lgs	hyx
lgs	lgs::pygo
lgs	pygo
hyx	Myc
Fbxl7	wts
Fbxl7	Ubi-p5E
Fbxl7	Gnpnat
Fbxl7	CG31638
gnu	CycB
gnu	png
gnu	plu
gnu	wisp
gnu	smg
gnu	me31B
CG8677	MRG15
Sod2	Ogg1
Sod2	CG1635
Sod2	Akr1B
Sod2	Uch
TFAM	crc
TFAM	PPP1R15
TFAM	sima
TFAM	L2HGDH
TFAM	TfAP-2
TFAM	psq
TFAM	Ku80
TFAM	RfC4
TFAM	mRpS22
TFAM	mRpL32
TFAM	RPA3
TFAM	RPA2
dgo|shg	Vang
lin-52	hid
lin-52	Diap1
lin-52	mip130
lin-52	mEFTu1|mip120
lin-52	mip40
lin-52	Caf1-55
lin-52	mip120
lin-52	Rbf2
lncRNA:acal	bsk
lncRNA:acal	raw
amx	N
Zip99C|Pink1	mfrn
sds22	sqh
sds22	Timp
sds22	puc
sds22	zip
sds22	Pp1-Y1
sds22	CG15705
sds22	CG13994
wun2	wun
wun2	srp
wun2	Mob4
CG1603	CG33523
CG1603	CG1513
CG1603	CG10494
CG1603	GAPcenA
CG1603	CG9205
CG1603	Sk2
CG1603	CG8478
CG1603	cnc
CSN4	CSN6
CSN4	CSN7
CSN4	Thor
CSN4	PICK1
mir-965	stg
mir-965	wg
mir-965	stg|wg
cry|norpA	Rh5
cry|norpA	Rh6
cry|norpA	Rh5|Rh6
cry|norpA	trp
cry|norpA	trpl
dod	Su(var)205
dod	TpnC25D
dod	Snx3
dod	CG7656
dod	CG31917
dod	eIF1A
dod	Obp56h
dod	CG30339
dod	CG6283
dod	Bacc
dod	Sh3beta
dod	Prx2540-2
dod	CG10265
dod	CG7668
dod	CG1910
dod	PHGPx
dod	fabp
dod	GstO3
dod	Nlp
dod	Inos
dod	Chd64
dod	Akap200
dod	Df31
dod	CG2852
dod	CG10638
dod	Sumo
dod	PAN3
dod	CG8281
dod	CG6664
dod	CG44251
Patronin	Klp10A
Patronin	sima
Prosβ5	hts
Prosβ5	kel
PyK	S6k
Rox8	CG44251
Rox8	trv
Rox8	mir-8
mir-279	pros
mir-279	mir-996
mir-279	AGO1
mir-279	esg
pros	sv
pros	Nf-YC
pros	nerfin-1
pros	mira
pros	CycE
pros	Clbn
pros	spoon
pros	CtBP
pros	C15
pros	Syp
ck	sqh
ck	Mer
ck	Dronc
ck	sgg
ck	Cad99C
ck	Sans
ck	mir-92a
ck	mir-92b
ck	Mlc-c
ck	mir-312
ck	M7BP
CSN5	mei-41
CSN5	trn
CSN5	Trc8
CSN5	CSN6
CSN5	CSN4
Nprl2	Tor
Nprl2	CG4502
Nprl2	Nprl3
Txl	Ddc
Txl	CG5445
Txl	ple
Txl	Rpn11
Txl	sima
c(2)M	pch2
c(2)M	wech
c(2)M	Psf1
c(2)M	SMC1
c(2)M	vtd
klhl10	ScsβA
klhl10	soti
klhl10	Cul3
klhl10	Bruce
mira	swa
mira	shot
mira	Su(Mir)2C2-1
mira	Su(Mir)2A2-1
mira	Su(Mir)2
mira	Su(Mir)3
mira	Su(Mir)1F2-3
mira	Su(Mir)1A4-1
mira	Su(Mir)1-1A2-2
mira	capu
mira	exu
mira	CycE
mira	Su(Mir)3C2-1
mira	osk
mira	spir
mira	Su(Mir)3D1-1
mira	Su(Mir)3-1A2-2
mira	Su(Mir)1E2-4
mira	Su(Mir)2E2-3
mira	Su(Mir)1E3-2
mira	pon
mira	par-6
mira	aPKC
mira	flfl
mira	gdrd
mira	zip
PCB	OstDelta
PCB	CG5854
PCB	UQCR-C2
PCB	ScsbetaG
PCB	Cyp12d1-p
PCB	Gfat2
PCB	Nfs1
PCB	CG33303
PCB	SERCA
PCB	FASN1
PCB	S6k
RecQ5	lok
RecQ5	mei-41
parvin	Chd64
parvin	Zasp52
parvin	mys
parvin	Diap1|Ilk
parvin	Diap1
parvin	Pten
parvin	Ilk
parvin	Eip93F
parvin	mew
parvin	Xrp1
parvin	wech
Chd64	Snx3
Chd64	CG11811
Chd64	Nacalpha
Chd64	GstO3
Chd64	CG11267
Chd64	Tctp
Chd64	Mdh2
Chd64	GstE6
Chd64	p23
Chd64	CG8036
Chd64	fabp
Chd64	Sh3beta
Chd64	capt
Chd64	Trx-2
Chd64	RhoGDI
Chd64	CG14715
Chd64	Akr1B
Chd64	CG10638
Chd64	Sumo
Chd64	mir-1
Chd64	S6k
Chd64	red
Chd64	eEF5
Chd64	cnk
Chd64	TER94
Chd64	Pdi
Sox100B	Sox21a
Sox100B	Egfr
qvr	Gabat
qvr	Hk
qvr	eag
qvr	nAChRα3
qvr	nAChRβ3
qvr	Zn72D
hdm	mei-218
hdm	rec
hdm	pch2
hdm	Sirt1
Arpc1	Dysb
Arpc1	Pldn
Arpc1	Arp3
Arpc1	Arpc2
Arpc1	Arpc5
Arpc1	Arpc3A
Arpc1	Arp2
Arpc1	CG8578
Arpc1	cpb
Arpc1	Swip-1
Arpc1	cpa
Arpc1	Arpc4
prd	CycE
prd	gsb::prd
prd	Myc
prd	gsb::Mmus\Pax3
prd	gsb
prd	Rel
prd	Hr78
prd	Dref
caps	trn
caps	CG5541
sisRNA:2	brat
sisRNA:2	mir-ban
PRAS40	Rheb
MESK2	Rtnl1
Ptp52F	Ptp10D
Ptp52F	TER94
Ptp52F	Ptp10D|Ptp4E
Ptp52F	Lar
Ptp52F	CG15022
Chchd2	Ucp4A
Chchd2	Thor
Chchd2	Mics1
Chchd2	P32
Chchd2	dj-1β
DCAF12	Dronc
DCAF12	Diap1
DCAF12	CCT8
Sln|Lkb1	Diap1
ball	baf
ball	CG32344
ball	Cenp-C
Lpt	usp
Lpt	Dcr-2
Lpt	wds
Lpt	Pa1
stx	trx
Vps28	Vps37B
Vps28	TSG101
Vps28	CG15891
Vps28	Mvb12
Vps28	mop
Vps28	Hrs
Vps28	CAP
Vps28	GstE5
Vps28	trbd
Vps28	CG5439
hyd	hh
hyd	Hsp70Aa
hyd	Rpt1
hyd	ci
hyd	sgg
hyd	Myc
hyd	osk
hyd	Diap1
hyd	akirin
Sesn	gig
Vps15	Lkb1
Su(var)2-1	mod(mdg4)
Smg5	Gadd45
CG4119	PHGPx
CG4119	CG3107
CG4119	Prp40
CG4119	CG10657
CG4119	CG5646
CG4119	CG13887
CG4119	hfp
CG4119	Srrm234
CG4119	CG31712
CG4119	CG6686
CG4119	l(2)37Cb
CG4119	CG6066
ND-23	Wwox
ND-23	Pfk
ND-23	Zw
ND-23	ND-51
ND-23	ND-18
bif	Fas1
bif	Amph
bif	Rheb
bif	rictor
bif	S6k
bif	foxo
bif	S6kII
bif	Myc
Rbf|Tsc1	Rheb
Rbf|Tsc1	E2f1
Vhl	bnl
Vhl	Rab5
Vhl	btl
Vhl	mgr
Vhl	betaTub56D
Vhl	aPKC
Vhl	EloC
Vhl	betaTub60D
ncm	S6kII
Sry-δ	bcd
Arl1	Golgin245
Arl1	cbs
Arl1	GCC88
Arl1	GCC185
Arl1	Sec71
Arl1	Arfip
mus301	mei-41
mus301	mei-W68
I-2|put	tkv
I-2|put	Pp1-87B
twin	mei-P26
twin	CycA
twin	Not1
twin	Pop2
twin	Rcd-1
twin	pAbp
twin	smg
twin	AGO3
twin	tut
twin	Not3
twin	Patr-1
twin	Rga
twin	AGO1
twin	Marf1
twin	Gyf
twin	cuff
twin	thoc5
mrt	Caf1-55
mrt	Lsd-1
mrt	E(bx)
mrt	pzg
RpS2	Dsor1
RpS2	RpS26
RpS2	RpL31
RpS2	RpS21
RpS2	RpS8
RpS2	RpS25
RpS2	RpS23
RpS2	RpL10Ab
RpS2	RpL37a
RpS2	RpL38
RpS2	RpL14
RpS2	RpL39
RpS2	RpS11
RpS2	RpS24
RpS2	RpL10
RpS2	RpL29
RpS2	RpL17
RpS2	RpL35
RpS2	RpL41
RpS2	18SrRNA
RpS2	RpL15
RpS2	RpL5
RpS2	RpL24
RpS2	RpL18
RpS2	RpS6
RpS2	RpL12
RpS2	RpS15Aa
RpS2	RpL27A
RpS2	RpL30
RpS2	RpS4
RpS2	RpL6
RpS2	RpS15
RpS2	RpL26
RpS2	2SrRNA
RpS2	RpS3A
RpS2	RpL34a
RpS2	RpS17
RpS2	RpL19
RpS2	RpL35A
RpS2	RpS30
RpS2	RpS13
RpS2	RpL37A
RpS2	RpL11
RpS2	RpL36A
RpS2	RpS20
RpS2	RpS18
RpS2	RpL3
RpS2	RpL28
RpS2	RpS29
RpS2	RpL7A
RpS2	RpL23
RpS2	RpL9
RpS2	RpL23A
RpS2	RpL21
RpS2	RpS9
RpS2	28SrRNA
RpS2	RpL8
RpS2	RpL18A
RpS2	RpS10a
RpS2	RpL22
RpS2	RpS28b
RpS2	RpL7
RpS2	RpL27
RpS2	RpS27
RpS2	RpS7
RpS2	RpS16
RpS2	RpS19a
RpS2	RpL13A
RpS2	5.8SrRNA
RpS2	Rack1
RpS2	RpL13
RpS2	vig2
RpS2	RpS12
mi	mir-929
mi	l(2)dtl
mi	mir-2b-2
mi	Cul4
mi	CG5199
mi	mir-986
mi	mir-308
mi	mir-13b-2
mi	mir-11
mi	mir-284
E(spl)m4-BFM	N
E(spl)m4-BFM	H
E(spl)m4-BFM	E(spl)mα-BFM
E(spl)m4-BFM	sc
E(spl)m4-BFM	mir-7
E(spl)m4-BFM	mir-4
E(spl)m4-BFM	mir-11
E(spl)m4-BFM	mir-79
E(spl)m4-BFM	neur
Dl|Not3	CycB
Dl|Not3	upd3
Dl|Not3	Fancl
Nlg4	Mad
Nlg4	wit
kn	Pak3
kn	Imp
kn	Orai
kn	CG14642
kn	ab
kn	dar1
kn	Rac1
kn	spas
kn	lola
kn	asrij
kn	Antp
kn	Scr
kn	Ubx
kn	cnc
kn	phol
kn	MBD-like
kn	Xbp1
kn	lms
kn	su(Hw)
kn	NfI
kn	fuss
kn	CG32772
kn	pho
kn	bap
kn	CG10654
kn	Scm
kn	ind
kn	Hr78
kn	Trl
kn	CG31612
kn	CG6765
kn	CG2889
kn	foxo
pasha	mir-2a-1
pasha	mir-2a-2
pasha	mir-ban
pasha	SmD2
pasha	SmD1
drosha	pasha
drosha	mir-ban
nSMase	CG7071
Skp2	CycE
Skp2	Cks85A
JMJD6	puc
JMJD6	CG11504
JMJD6	Cyp6d4
JMJD6	nwk
JMJD6	Lst8
JMJD6	SPE
JMJD6	Tap42
JMJD6	Ote
JMJD6	PheRS-m
JMJD6	vrs
FER	puc
sws	Appl
sws	per
sws	Pka-C3
Taf1	Stat92E
Taf1	Taf10
Taf1	Taf2
Taf1	Taf6
Taf1	Taf11
Taf1	Taf12
Taf1	rictor
Taf1	TfIIA-S
Taf1	e(y)3
Taf1	polybromo
Taf1	Bap60
Taf1	Taf5
SkpA	kay
SkpA	bsk
SkpA	InR
SkpA	Jra
SkpA	lok
SkpA	Diap1
SkpA	wnd
SkpA	CG7407
SkpA	morgue
SkpA	Cks85A
SkpA	CG13085
SkpA	Fsn
SkpA	CG7148
SkpA	CG13088
SkpA	SkpC
SkpA	SkpB
SkpA	Skp2
SkpA	ntc
SkpA	fsd
SkpA	ScsbetaA
SkpA	Blimp-1
SkpA	Fbxl7
SkpA	SAK
SkpA	slmb
SkpA	ds
SkpA	Cyt-c-p
SkpA	jet
SkpA	mi
SkpA	Smn
SkpA	pall
SkpA	Fbxo42
thr	Spc105R
thr	Cenp-C
thr	Sse
Vps33B	PGRP-LC
Vps33B	Vps16B
Vps33B	Syx7
PGRP-LC	TM9SF4
PGRP-LC	TM9SF2
PGRP-LC	CG8046
PGRP-LC	PGRP-LE
sable	su(sable)
sable	svr
HLH54F	Uev1A
